93,0.29273082627787606,"ADRESS S?O PAULO ASSISTENCIA MEDICA S/C LTDA ;?03508797000120 ;""410161""",b'adress sao paulo assistencia medica s/c ltda',b'03508797000120',b'410161'
93,0.2928571230478162,"ADRESS SÃO PAULO ASSISTENCIA MEDICA ;""03508797000120 "";""410161""",b'adress sao paulo assistencia medica s/c ltda',b'03508797000120',b'410161'
93,0.9832449254914433,"ADRESS SÃO PAULO ASSISTENCIA MEDICA S/C LTDA ; 03508797000120 ;""410161""",b'adress sao paulo assistencia medica s/c ltda',b'03508797000120',b'410161'
1197,,"ADVANCE PLANOS DE SAÚDE LTDA;""02041808000142 "";""335657""",,,
1198,,"ADVESP;;""111111""",,,
1199,,"ADVESP REEMBOLSO;"""";""000002""",,,
95,0.8773428488721966,"AECO - ASSOC. DOS EMPREGADOS DA COPASA;""18777383000174 "";""356140""",b'aeco - associa??o dos empregados da copasa',b'18777383000174',b'356140'
95,0.8931709780721466,"AECO - ASSOCIA??O DOS EMPREGADOS DA COPASA ;?18777383000174 ;""356140""",b'aeco - associa??o dos empregados da copasa',b'18777383000174',b'356140'
95,0.9294013042288765,"AECO - ASSOCIAÇÃO DOS EMPREGADOS DA COPASA ; 18777383000174 ;""356140""",b'aeco - associa??o dos empregados da copasa',b'18777383000174',b'356140'
1200,,"AERGO PLANDENTAL S/C LTDA; 62481619000112;""301850""",,,
1201,,"Aeronautica;"""";""000000""",,,
1202,,"AESP ODONTO;""03694367000140 "";""413283""",,,
96,0.9446253,"AFABB;"""";""000000""",b'afabb',b'05.151.545.0001-12',b'000000'
96,0.9446253,"AFABB;""05.151.545.0001-12"";""000000""",b'afabb',b'05.151.545.0001-12',b'000000'
97,0.9316135,"AFALESC-SA?DE ;?01645626000118 ;""350940""",b'afalesc-sa?de',b'?01645626000118',b'350940'
97,0.9316135,"AFALESC-SAÚDE; 01645626000118 ;""350940""",b'afalesc-sa?de',b'?01645626000118',b'350940'
1203,,"AFEMI;""46.520.714/0001-21"";""348861""",,,
1204,,"AFEPESP;"""";""000000""",,,
98,0.9219177,"AFFEAM SA?DE ;?04503249000170 ;""388092""",b'affeam sa?de',b'?04503249000170',b'388092'
98,0.9219177,"AFFEAM SAÚDE;""04503249000170 "";""388092""",b'affeam sa?de',b'?04503249000170',b'388092'
99,0.9219177,"AFFEGO-SA?DE ;?00299149000113 ;""306754""",b'affego-sa?de',b'?00299149000113',b'306754'
99,0.9219177,"AFFEGO-SAÚDE;""00299149000113 "";""306754""",b'affego-sa?de',b'?00299149000113',b'306754'
1205,,"AFFEMAT;""03216520000124 "";""334685""",,,
100,0.9316135,"AFISVEC-SA?DE ;?92911056000116 ;""382639""",b'afisvec-sa?de',b'?92911056000116',b'382639'
100,0.9316135,"AFISVEC-SAÚDE; 92911056000116;""382639""",b'afisvec-sa?de',b'?92911056000116',b'382639'
1206,,"AFM - Associação dos Funcionários Municipais de Porto Alegre;""92831163000134"";""000001""",,,
1207,,"AFPCESP - ASSOCIACAO POLICIA CIVIL DO EST. SP;""111111111111111111"";""000000""",,,
1208,,"AFPES;""28483261000129 "";""394271""",,,
1209,,"AFPESP;;""000000""",,,
1210,,"AFPESP - Associação dos Funcionários Públicos do Estado de São Paulo;""02306511100081"";-",,,
1211,,"AFPESP REEMBOLSO;"""";""000003""",,,
103,0.3336546475149259,"AFRAFEP - SAUDE;""09306242000182 "";""330281""",b'afrafep saude',b'09306242000182',b'330281'
103,0.5724703910191701,"AFRAFEP SAUDE;;""330281""",b'afrafep saude',b'09306242000182',b'330281'
103,0.5724703910191701,"AFRAFEP SAUDE;"""";""330281""",b'afrafep saude',b'09306242000182',b'330281'
103,0.5985220283137574,"AFRAFEP-SAUDE; 09306242000182;""330281""",b'afrafep saude',b'09306242000182',b'330281'
104,0.71971184,"Afresp;"""";""043063""",b'afresp',b'62635990000191',b'043063'
104,0.71971184,"AFRESP; 62635990000191 ;""317632""",b'afresp',b'62635990000191',b'043063'
1212,,"AFRESP (AO);""67.138.438/0001-01"";""317632""",,,
1213,,"AFRESP (VF);""62.635.990/0001-91"";""317632""",,,
1214,,"AFRESP - Associação dos Agentes Fiscais de Renda do Estado de São Paulo;;""000043""",,,
1215,,"AFRO-MED; 03235278000136 ;""406988""",,,
1216,,"AFUSE;""489291450001-06"";""000000""",,,
105,0.8813408904572144,"Agemed;""02.933.220/0001-01"";""356547""",b'agemed',b'02.933.220/0001-01',b'339601'
105,0.28598794697969376,"AGEMED;""02933220000101 "";""339601""",b'agemed',b'02.933.220/0001-01',b'339601'
105,0.28988256434642146,"AGEMED SAÚDE SA ;""02.933.220/0001-01"";""339601""",b'agemed',b'02.933.220/0001-01',b'339601'
1217,,"Agendaqui;""27",547,"442/0001-09"";-",,,
1218,,"AGENDAR SOMENTE PACOTES - PREVENT/TRAS/A;;""000000""",,,
106,0.27143624,"AGETEPOL / SINTELPOL (SIND. TRAB. TELEMÁTICA POLICIAL EST. SP;""111111111111111111"";""000000""",b'agetepol / sintelpol (sind. trab. telematica policial est. sp',b'111111111111111111',b'000000'
107,0.89345735,"AGF;;""5""",b'agf',b'',b'5'
107,0.89345735,"AGF;;""999999""",b'agf',b'',b'5'
1219,,"AGF (MOEMA);""04439627000102"";""999999""",,,
108,0.9432838651410088,"AGF SA?DE S/A ;?04439627000102 ;""000515""",b'agf saude s/a',b'?04439627000102',b'000515'
108,0.9689662433003041,"AGF SAÚDE S/A ;?04439627000102 ;""000515""",b'agf saude s/a',b'?04439627000102',b'000515'
108,0.9507751406458547,"AGF SAÚDE S/A; 04439627000102;""000515""",b'agf saude s/a',b'?04439627000102',b'000515'
1220,,"AGMP;""02220135000198 "";""402206""",,,
1221,,"Agricola jandelle;""74101569/0010-70"";""000001""",,,
1222,,"AGROPECUARIA SHIMOSAKA;;""001020""",,,
1223,,"AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL;""20320487000105 "";""368920""",,,
1224,,"AGTEC COMERCIAL E SERVIÇOS LTDA.;""68357755000181 "";""413879""",,,
1225,,"AGUANAMBI SAUDE; 41573841000175 ;""300080""",,,
1226,,"AHLSTRON BRASIL;""00.767.144/0004-10"";""000000""",,,
1227,,"AITE; 06292009000108 ;""415324""",,,
1228,,"ALAMO;;""37""",,,
1229,,"ALBA; 14688485000162 ;""402419""",,,
1230,,"ALBERTO ARAUJO TRANS;;""999999""",,,
1231,,"ALCAN;;""23""",,,
1232,,"ALCAST;;""999999""",,,
1233,,"ALERTA MEDICO;""00303696000125 "";""402478""",,,
109,0.94728065,"ALES - ASSIST?NCIA ODONTOL?GICA ;?68789908000160 ;""407861""",b'ales - assist?ncia odontol?gica',b'?68789908000160',b'407861'
109,0.94728065,"ALES - ASSISTÊNCIA ODONTOLÓGICA; 68789908000160 ;""407861""",b'ales - assist?ncia odontol?gica',b'?68789908000160',b'407861'
1234,,"ALFADENTE ODONTOLOGIA INTEGRAL;""01174098000166 "";""413593""",,,
1235,,"ALFAMED; 03095061000178 ;""404381""",,,
1236,,"ALIANÇA ADMINISTRADORA;""08407581000192 "";""416771""",,,
1237,,"ALL LIFE; 04015891000100 ;""412899""",,,
1238,,"ALL SAÚDE;""04043452000101 "";""413305""",,,
110,0.6199809811357297,"ALLIANZ;;""87""",b'allianz saude',b'04439627000102',b'000515'
1239,,"ALLIANZ (CENNTRUM);""04439627000102 "";""000515""",,,
1240,,"Allianz Alergologia;""04439627000102 "";""000515""",,,
1241,,"Allianz Dermatologista;""04439627000102 "";""000515""",,,
1242,,"ALLIANZ REEMBOLSO;"""";""000004""",,,
110,0.7441538626199169,"ALLIANZ SAUDE;;""44""",b'allianz saude',b'04439627000102',b'000515'
110,0.7553022730661616,"ALLIANZ SAUDE;""04439627000102"";""000515""",b'allianz saude',b'04439627000102',b'000515'
110,0.7184061721549556,"ALLIANZ SAÚDE;""23065111000181"";-",b'allianz saude',b'04439627000102',b'000515'
1243,,"ALLIANZ SAUDE (AGF);""04.439.627/0001-02"";""000545""",,,
110,0.2651141145680773,"ALLIANZ SAUDE BASIC;;""45""",b'allianz saude',b'04439627000102',b'000515'
110,0.2307282864794461,"ALLIANZ SAÚDE ICORDIS;"""";""515""",b'allianz saude',b'04439627000102',b'000515'
110,0.2418155767254786,"ALLIANZ SAUDE REEMBO;;""46""",b'allianz saude',b'04439627000102',b'000515'
110,0.4688379670047702,"Allianz Saúde S/A;;""000036""",b'allianz saude',b'04439627000102',b'000515'
110,0.46424335919785176,"ALLIANZ SAÚDE S/A;""04439627000102"";""000515""",b'allianz saude',b'04439627000102',b'000515'
110,0.46424335919785176,"ALLIANZ SAÚDE S/A;""04439627000102 "";""000515""",b'allianz saude',b'04439627000102',b'000515'
110,0.37827605821556143,"ALLIANZ SAÚDE S/A - Via Hospital;"""";""888888""",b'allianz saude',b'04439627000102',b'000515'
110,0.4985889932404788,"ALLIANZ SAUDE SA;;""001179""",b'allianz saude',b'04439627000102',b'000515'
1244,,"ALPARGATAS; 61079117000105 ;""411612""",,,
1245,,"ALPHAMED SISTEMA DE SAUDE; 02195536000135 ;""400939""",,,
1246,,"Alunos;;""999999""",,,
111,0.750518984041273,"ALVORECER;""62511019000150 "";""344800""",b'alvorecer',b'62511019000150',b'344800'
111,0.29816965708359155,"Alvorecer (VF);""62.511.019/0001-50"";""344800""",b'alvorecer',b'62511019000150',b'344800'
111,0.3075335502670634,"ALVORECER ASSOCIAÇÃO EM ASSISTENCIA MEDI;""62511019000150"";""344800""",b'alvorecer',b'62511019000150',b'344800'
111,0.15748910584121378,"ALVORECER SAUDE;;""280279""",b'alvorecer',b'62511019000150',b'344800'
112,0.7197118357629637,"AMA;;""101010""",b'ama',b'56902018000133',b'101010'
112,0.6472831181230669,"AMA; 56902018000133 ;""357448""",b'ama',b'56902018000133',b'101010'
112,0.6472831181230669,"AMA; 94093085000143;""414671""",b'ama',b'56902018000133',b'101010'
1247,,"Ama saúde;"""";""000000""",,,
1248,,"AMA SONAE;;""000001""",,,
1249,,"AMA THYSSENKRUPP;;""999999""",,,
113,0.9359814,"Amafrerj;""34.011.288/0001-11"";-",b'amafrerj',b'34.011.288/0001-11',b'-'
113,0.9359814,"AMAFRERJ;""34011288000111 "";""387185""",b'amafrerj',b'34.011.288/0001-11',b'-'
114,0.7197118357629637,"AMAFRESP;"""";""043063""",b'amafresp',b'62.635.990/0001-91',b'254689'
114,0.7475177163435498,"amafresp;"""";""254689""",b'amafresp',b'62.635.990/0001-91',b'254689'
114,0.7475177163435498,"AMAFRESP;""62.635.990/0001-91"";""317632""",b'amafresp',b'62.635.990/0001-91',b'254689'
1250,,"AMAFRESP - Assoc dos Ag Fis R de SP;""62.635.990/0001-91"";""317632""",,,
1251,,"AMAFRESP ASSOCIAÇÃO DOS AGENTES FISCAIS DE RENDAS DO ESTADO DE SÃO PAULO;""62.635.990/0001-91"";""317632""",,,
115,0.8756337641773922,"AMAGIS;;""84""",b'amagis',b'07.781.345/0001-79',b'84'
115,0.5873342841037729,"AMAGIS;""07.781.345/0001-79"";""416690""",b'amagis',b'07.781.345/0001-79',b'84'
115,0.5947838726120112,"AMAGIS; 16634966000110 ;""342998""",b'amagis',b'07.781.345/0001-79',b'84'
1252,,"AMAGIS SAÚDE;"""";""416690""",,,
116,0.93470573,"AMAZONAS DISTRIBUIDORA DE ENERGIA;"""";""416894""",b'amazonas distribuidora de energia',b'',b'416894'
116,0.93470573,"AMAZONAS DISTRIBUIDORA DE ENERGIA S/A;"""";""416894""",b'amazonas distribuidora de energia',b'',b'416894'
117,0.7913847540859914,"AMB;;""000000""",b'amb',b'000000000000000000',b'000000'
117,0.7787916093151426,"AMB;;""012345""",b'amb',b'000000000000000000',b'000000'
117,0.7379210919512216,"AMB;"""";""111111""",b'amb',b'000000000000000000',b'000000'
117,0.7913847540859914,"AMB;""000000000000000000"";""000000""",b'amb',b'000000000000000000',b'000000'
118,0.71971184,"AMBEP;"""";""387185""",b'ambep',b'27.089.861/0003-06',b'387185'
118,0.71971184,"AMBEP;""27.089.861/0003-06"";""000000""",b'ambep',b'27.089.861/0003-06',b'387185'
1253,,"AMBEP - ASSOCIAÇÃO DE MANTENEDORES BENEFICIÁRIOS DA PETROS;""27.089.861/0031-60"";""111111""",,,
1254,,"Ambulatório;"""";""120000""",,,
119,0.9869823,"AME ;?17143876000190 ;""304531""",b'ame',b'?17143876000190',b'304531'
119,0.9869823,"AME ; 17143876000190 ;""304531""",b'ame',b'?17143876000190',b'304531'
1255,,"AME SAUDE; 00774317000185 ;""401978""",,,
1256,,"AME- ASSISTENCIA;""78.146.099/0001-21"";""000000""",,,
1257,,"AME-SISTEMA DE SAÚDE 24 HORAS;""17143876000190 "";""304531""",,,
120,0.5851246,"AMED; 00637500000139;""364916""",b'amed',b'00637500000139',b'364916'
120,0.5851246,"AMED; 68694983000147 ;""318221""",b'amed',b'00637500000139',b'364916'
121,0.4996613,"AMENO;""03473372000123 "";""409464""",b'ameno',b'03473372000123',b'409464'
121,0.4996613,"Ameno;""62.707.369/0002-77"";""000000""",b'ameno',b'03473372000123',b'409464'
1258,,"AMEP FREGUESIA OPERADORA DE PLANOS DE SAUDE LTDA;""04257073000114 "";""413330""",,,
1259,,"Ameplam Alergologia;""67839969000121 "";""394734""",,,
1260,,"Ameplam Dermatologista;""67839969000121 "";""394734""",,,
122,0.6570215505470407,"AMEPLAN;;""66""",b'ameplan assitencia medica planejada ltda.',b'67839969000121',b'394734'
122,0.9046168561527262,"AMEPLAN ;-;""394734""",b'ameplan assitencia medica planejada ltda.',b'67839969000121',b'394734'
122,0.8037971383498534,"AMEPLAN ASSITENCIA MÉDICA PLANEJADA LTDA;""67839969000121 "";""394734""",b'ameplan assitencia medica planejada ltda.',b'67839969000121',b'394734'
122,0.8029969166393998,"AMEPLAN ASSITENCIA MeDICA PLANEJADA LTDA. ;?67839969000121 ;""394734""",b'ameplan assitencia medica planejada ltda.',b'67839969000121',b'394734'
122,0.8028487492205647,"AMEPLAN ASSITENCIA MÉDICA PLANEJADA LTDA. ; 67839969000121 ;""394734""",b'ameplan assitencia medica planejada ltda.',b'67839969000121',b'394734'
1261,,"AMÉRICA PLANOS DE SAÚDE.;""04800040000179 "";""414450""",,,
1262,,"AMÉRICA SAUDE;""41009812000185 "";""404047""",,,
123,0.9602255,"AMERICANA SISTEMA ODONTOL?GICO DE SA?DE ;?03674778000174 ;""411388""",b'americana sistema odontol?gico de sa?de',b'?03674778000174',b'411388'
123,0.9602255,"AMERICANA SISTEMA ODONTOLÓGICO DE SAÚDE; 03674778000174 ;""411388""",b'americana sistema odontol?gico de sa?de',b'?03674778000174',b'411388'
1263,,"AMERICLINICAS S/C LTDA; 60723236000188;""375268""",,,
1264,,"AMERON;""84638345000165 "";""321338""",,,
124,0.867720290017856,"AMESP;;""60""",b'amesp',b'02756886000123',b'60'
124,0.7559489439917356,"AMESP;;""999999""",b'amesp',b'02756886000123',b'60'
124,0.8274875883922047,"AMESP; 02756886000123;""302872""",b'amesp',b'02756886000123',b'60'
124,0.8160911794413095,"AMESP; 02756886000123 ;""327107""",b'amesp',b'02756886000123',b'60'
1265,,"AMESP    CPCC;;""999999""",,,
1266,,"AMESP - NÃO UTILIZAR ESTE CADASTRO;""43358647000100"";""302872""",,,
1267,,"Amesp 1;""02756886000123"";""999999""",,,
125,0.8756337641773922,"AMESP SAUDE;;""59""",b'amesp saude',b'02756886000123',b'59'
125,0.7903150786975547,"Amesp Saúde;;""999999""",b'amesp saude',b'02756886000123',b'59'
125,0.7762576271636514,"AMESP SAÚDE; 02756886000123;""302872""",b'amesp saude',b'02756886000123',b'59'
1268,,"AMESP SISTEMA DE;;""302872""",,,
1269,,"AMESUL ASSISTENCIA MEDICA ESPECIALIZADA; 03538933000125 ;""412431""",,,
1270,,"AMGF - PARCERIA;""15.472.413/0001-46"";""000000""",,,
1271,,"AMH; 05351257000101;""415847""",,,
126,0.45624256467970004,"AMHA;""15.131.148/0001-32"";""418587""",b'amha',b'15.131.148/0001-32',b'418587'
126,0.45624256467970004,"AMHA ; 52956901000155 ;""329525""",b'amha',b'15.131.148/0001-32',b'418587'
1272,,"AMHAVRE; 36184695000156 ;""359556""",,,
127,0.9219177,"AMHISA SA?DE ;?19557487000136 ;""310361""",b'amhisa sa?de',b'?19557487000136',b'310361'
127,0.9219177,"AMHISA SAÚDE;""19557487000136 "";""310361""",b'amhisa sa?de',b'?19557487000136',b'310361'
1273,,"AMHO - ASPP;"""";""000000""",,,
1274,,"AMHPDF;"""";""000000""",,,
1275,,"AMHPLA;""74215195000123 "";""333221""",,,
1276,,"AMI;""12321527000105Â "";""328332""",,,
128,0.9446253,"AMI SAUDE;;""315240""",b'ami saude',b'',b'315240'
128,0.9446253,"AMI SAUDE;"""";""315240""",b'ami saude',b'',b'315240'
1277,,"AMIC;""78.105.475/0001-30"";""000000""",,,
129,0.9446253,"AMIC OESTE;;""000000""",b'amic oeste',b'',b'000000'
129,0.9446253,"AMIC OESTE ;"""";""000000""",b'amic oeste',b'',b'000000'
130,0.09195670196372219,"AMIL;;""222222""",b'amil',b'29309127000179',b'326305'
130,0.09415282038261319,"AMIL;;""304364""",b'amil',b'29309127000179',b'326305'
130,0.09896580917333586,"Amil;"""";""326305""",b'amil',b'29309127000179',b'326305'
130,0.0921289961312588,"Amil;"""";""9999""",b'amil',b'29309127000179',b'326305'
130,0.09884546087807522,"AMIL ;""29.309.127/0001-79"";""326305""",b'amil',b'29309127000179',b'326305'
130,0.11024127747586987,"AMIL;""29309127000179"";""326305""",b'amil',b'29309127000179',b'326305'
130,0.10988249938520411,"AMIL ;?29309127000179 ;""326305""",b'amil',b'29309127000179',b'326305'
130,0.11024127747586987,"AMIL ; 29309127000179 ;""326305""",b'amil',b'29309127000179',b'326305'
1278,,"AMIL  1;""29.309.127/0086-68"";""326305""",,,
131,0.47174741153114563,"Amil (AO);""29.309.127/0116-18"";""326305""",b'amil (ao)',b'29.309.127/0116-18',b'326305'
1279,,"AMIL (Porto Seguro);"""";""326305""",,,
131,0.47174741153114563,"AMIL (VF);""29.309.127/0116-18"";""326305""",b'amil (ao)',b'29.309.127/0116-18',b'326305'
130,0.1057475911725253,"AMIL - ;""29.309.127/0116-18"";""326305""",b'amil',b'29309127000179',b'326305'
130,0.10175914785666307,"AMIL -; 29309127000179 ;""326305""",b'amil',b'29309127000179',b'326305'
130,0.00014376412858574383,"AMIL - 10346554;""29309127000179"";""326305""",b'amil',b'29309127000179',b'326305'
136,0.9895434,"Amil - Amil Assistência Médica Internacional Ltda;""29.309.127/0073-43"";""326305""",b'amil - amil assistencia medica internacional ltda',b'29.309.127/0073-43',b'326305'
136,0.9895434,"Amil - Amil Assistência Médica Internacional Ltda - Jessica Negris;""29.309.127/0073-43"";""326305""",b'amil - amil assistencia medica internacional ltda',b'29.309.127/0073-43',b'326305'
1280,,"AMIL - BLUE;"""";""326305""",,,
138,0.9446253,"AMIL - COOPERCIR;;""315240""",b'amil - coopercir',b'',b'315240'
138,0.9446253,"AMIL - COOPERCIR;"""";""315240""",b'amil - coopercir',b'',b'315240'
130,0.00014027332237698253,"AMIL - DR FERNANDO;""29309127011618"";""326305""",b'amil',b'29309127000179',b'326305'
1281,,"AMIL - DRA PATRICIA;""29.309.127/0116-18"";""326305""",,,
130,0.011108103441726525,"AMIL - LINHA BLUE LIFE;""29.309.127/0116-18"";""326305""",b'amil',b'29309127000179',b'326305'
130,0.045083596247932345,"AMIL - Linha Dix / Lincx / Medial / Blue;""29309127011618"";""326305""",b'amil',b'29309127000179',b'326305'
130,0.09815543472102028,"AMIL - LINHA LINCX;""29309127000179"";""326305""",b'amil',b'29309127000179',b'326305'
130,0.03993900051845789,"AMIL - LINHA LINCX Ortosport;;""326305""",b'amil',b'29309127000179',b'326305'
130,0.03206498323016982,"AMIL - LINHA MEDIAL;""29309127000179"";""326305""",b'amil',b'29309127000179',b'326305'
130,0.04871995878434854,"Amil - Linha Next;""29.309.127/0001-79"";""326305""",b'amil',b'29309127000179',b'326305'
130,0.047269859008252424,"AMIL - LINHA ONE HEALTH;""29309127000179"";""326305""",b'amil',b'29309127000179',b'326305'
130,0.04377264000267733,"AMIL - LINHA ONE HEALTH;""29309127011618"";""326305""",b'amil',b'29309127000179',b'326305'
130,0.044072510332753834,"AMIL - LINHA ONE HEALTH ORTOSPORT;;""326305""",b'amil',b'29309127000179',b'326305'
130,0.05044874284361067,"AMIL - LINHA ONE HEALTH ORTOSPORT;""29309127011618"";""326305""",b'amil',b'29309127000179',b'326305'
1282,,"AMIL - MEDIAL;""29.309.127/0116-18"";""326305""",,,
130,0.009793654089770065,"AMIL ACQUA - AMIL INTERNACIONAL;""29.309.127/0116-18"";""326305""",b'amil',b'29309127000179',b'326305'
130,0.03368706058606452,"AMIL ASSIST. MEDICA INTERNACIONAL;;""001203""",b'amil',b'29309127000179',b'326305'
130,0.020555698814327505,"AMIL ASSIST.MEDICA INTERNACIONAL (CK);;""001081""",b'amil',b'29309127000179',b'326305'
130,0.022937587020813166,"AMIL ASSIST.MEDICA INTERNACIONAL - AMIL;;""000908""",b'amil',b'29309127000179',b'326305'
130,0.021468356536119115,"AMIL ASSIST.MEDICA INTERNACIONAL - MEDIAL;;""000992""",b'amil',b'29309127000179',b'326305'
130,0.01555774758926698,"AMIL ASSIST.MEDICA INTERNACIONAL- LINCX;;""000938""",b'amil',b'29309127000179',b'326305'
139,0.9158951630766896,"AMIL ASSIST?NCIA M?DICA ;?01009546000176 ;""351881""",b'amil assist?ncia m?dica',b'?01009546000176',b'351881'
139,0.9158951630766896,"AMIL ASSISTÊNCIA MÉDICA; 01009546000176 ;""351881""",b'amil assist?ncia m?dica',b'?01009546000176',b'351881'
130,0.025158563465615624,"AMIL ASSISTENCIA MEDICA INTERNACIONAL;""29.309.127/0187-01"";""326305""",b'amil',b'29309127000179',b'326305'
140,0.93399376,"AMIL ASSISTÊNCIA MÉDICA INTERNACIONAL (RIO DE JANEIRO);""233091127000179"";""326305""",b'amil assistencia medica internacional (rio de janeiro)',b'233091127000179',b'326305'
1283,,"AMIL ASSISTENCIA MEDICA INTERNACIONAL LTDA;""03.991.125/0004-61"";""326305""",,,
